check_id,avd_url,service,title,description,impact,remediation_cfn,remediation_tf,cfn_good_example,tf_good_example,links
AVD-AWS-0074,https://avd.aquasec.com/misconfig/aws/msk/aws-0074/,msk,,"Managed streaming for Kafka can log to Cloud Watch, Kinesis Firehose and S3, at least one of these locations should be logged to","<!-- Add Impact here -->

<!-- DO NOT CHANGE -->",['Enable logging'],['Enable logging'],"Resources:
  GoodCluster:
    Type: AWS::MSK::Cluster
    Properties:
      LoggingInfo:
        BrokerLogs:
          S3:
            Enabled: true","resource ""aws_msk_cluster"" ""example"" {
  cluster_name           = ""example""
  kafka_version          = ""2.4.1""
  number_of_broker_nodes = 3

  broker_node_group_info {
    instance_type   = ""kafka.m5.large""
    ebs_volume_size = 1000
    client_subnets  = [aws_subnet.subnet_az1.id]
    security_groups = [aws_security_group.sg.id]
  }

  logging_info {
    broker_logs {
      firehose {
        enabled         = false
        delivery_stream = aws_kinesis_firehose_delivery_stream.test_stream.name
      }
      s3 {
        enabled = true
        bucket  = aws_s3_bucket.bucket.id
        prefix  = ""logs/msk-""
      }
    }
  }
}",https://docs.aws.amazon.com/msk/latest/developerguide/msk-logging.html
AVD-AWS-0075,https://avd.aquasec.com/misconfig/aws/neptune/aws-0075/,neptune,,Neptune does not have auditing by default. To ensure that you are able to accurately audit the usage of your Neptune instance you should enable export logs.,"<!-- Add Impact here -->

<!-- DO NOT CHANGE -->",['Enable export logs'],['Enable export logs'],"Resources:
  GoodCluster:
    Type: AWS::Neptune::DBCluster
    Properties:
      EnableCloudwatchLogsExports:
        - audit","resource ""aws_neptune_cluster"" ""good_example"" {
  enable_cloudwatch_logs_exports = [""audit""]
}",https://docs.aws.amazon.com/neptune/latest/userguide/auditing.html
AVD-AWS-0076,https://avd.aquasec.com/misconfig/aws/neptune/aws-0076/,neptune,,"Encryption of Neptune storage ensures that if their is compromise of the disks, the data is still protected.","<!-- Add Impact here -->

<!-- DO NOT CHANGE -->",['Enable encryption of Neptune storage'],['Enable encryption of Neptune storage'],"Resources:
  GoodCluster:
    Type: AWS::Neptune::DBCluster
    Properties:
      KmsKeyId: something
      StorageEncrypted: true","resource ""aws_neptune_cluster"" ""good_example"" {
  kms_key_arn       = ""test""
  storage_encrypted = true
}",https://docs.aws.amazon.com/neptune/latest/userguide/encrypt.html
AVD-AWS-0077,https://avd.aquasec.com/misconfig/aws/rds/aws-0077/,rds,,"RDS backup retention for clusters defaults to 1 day, this may not be enough to identify and respond to an issue. Backup retention periods should be set to a period that is a balance on cost and limiting risk.","<!-- Add Impact here -->

<!-- DO NOT CHANGE -->",['Explicitly set the retention period to greater than the default'],['Explicitly set the retention period to greater than the default'],"Resources:
  GoodExample:
    Type: AWS::RDS::DBInstance
    Properties:
      BackupRetentionPeriod: 30","resource ""aws_rds_cluster"" ""good_example"" {
  cluster_identifier      = ""aurora-cluster-demo""
  engine                  = ""aurora-mysql""
  engine_version          = ""5.7.mysql_aurora.2.03.2""
  availability_zones      = [""us-west-2a"", ""us-west-2b"", ""us-west-2c""]
  database_name           = ""mydb""
  master_username         = ""foo""
  master_password         = ""bar""
  backup_retention_period = 5
  preferred_backup_window = ""07:00-09:00""
}",https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_WorkingWithAutomatedBackups.html#USER_WorkingWithAutomatedBackups.BackupRetention
AVD-AWS-0078,https://avd.aquasec.com/misconfig/aws/rds/aws-0078/,rds,,"Amazon RDS uses the AWS managed key for your new DB instance. For complete control over KMS keys, including establishing and maintaining their key policies, IAM policies, and grants, enabling and disabling them, and rotating their cryptographic material, use a customer managed keys.
The encryption key specified in `performance_insights_kms_key_id` references a KMS ARN","<!-- Add Impact here -->

<!-- DO NOT CHANGE -->",['Use Customer Managed Keys to encrypt Performance Insights data'],['Use Customer Managed Keys to encrypt Performance Insights data'],"Resources:
  GoodExample:
    Type: AWS::RDS::DBInstance
    Properties:
      EnablePerformanceInsights: true
      PerformanceInsightsKMSKeyId: something","resource ""aws_rds_cluster_instance"" ""good_example"" {
  name                            = ""bar""
  performance_insights_enabled    = true
  performance_insights_kms_key_id = ""arn:aws:kms:us-west-2:111122223333:key/1234abcd-12ab-34cd-56ef-1234567890ab""
}",https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_PerfInsights.access-control.html#USER_PerfInsights.access-control.cmk-policy | https://docs.aws.amazon.com/kms/latest/developerguide/concepts.html#key-mgmt
AVD-AWS-0079,https://avd.aquasec.com/misconfig/aws/rds/aws-0079/,rds,,"Encryption should be enabled for an RDS Aurora cluster.
When enabling encryption by setting the kms_key_id, the storage_encrypted must also be set to true.","<!-- Add Impact here -->

<!-- DO NOT CHANGE -->",['Enable encryption for RDS clusters'],['Enable encryption for RDS clusters'],"Resources:
  GoodExample:
    Type: AWS::RDS::DBCluster
    Properties:
      KmsKeyId: something
      StorageEncrypted: true","resource ""aws_rds_cluster"" ""good_example"" {
  name              = ""bar""
  kms_key_id        = ""arn:aws:kms:us-west-2:111122223333:key/1234abcd-12ab-34cd-56ef-1234567890ab""
  storage_encrypted = true
}",https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/Overview.Encryption.html
AVD-AWS-0080,https://avd.aquasec.com/misconfig/aws/rds/aws-0080/,rds,,"Encryption should be enabled for an RDS Database instances.
When enabling encryption by setting the kms_key_id.","<!-- Add Impact here -->

<!-- DO NOT CHANGE -->",['Enable encryption for RDS instances'],['Enable encryption for RDS instances'],"Resources:
  GoodExample:
    Type: AWS::RDS::DBInstance
    Properties:
      KmsKeyId: something
      StorageEncrypted: true","resource ""aws_db_instance"" ""good_example"" {
  storage_encrypted = true
}",https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/Overview.Encryption.html
AVD-AWS-0083,https://avd.aquasec.com/misconfig/aws/redshift/aws-0083/,redshift,,"Security groups and security group rules should include a description for auditing purposes.
Simplifies auditing, debugging, and managing security groups.","<!-- Add Impact here -->

<!-- DO NOT CHANGE -->",['Add descriptions for all security groups and rules'],,"Resources:
  GoodExample:
    Type: AWS::Redshift::ClusterSecurityGroup
    Properties:
      Description: Disallow bad stuff",,https://www.cloudconformity.com/knowledge-base/aws/EC2/security-group-rules-description.html
AVD-AWS-0084,https://avd.aquasec.com/misconfig/aws/redshift/aws-0084/,redshift,,Redshift clusters that contain sensitive data or are subject to regulation should be encrypted at rest to prevent data leakage should the infrastructure be compromised.,"<!-- Add Impact here -->

<!-- DO NOT CHANGE -->",['Enable encryption using CMK'],['Enable encryption using CMK'],"Resources:
  GoodExample:
    Type: AWS::Redshift::Cluster
    Properties:
      Encrypted: true
      KmsKeyId: something","resource ""aws_kms_key"" ""redshift"" {
  enable_key_rotation = true
}

resource ""aws_redshift_cluster"" ""good_example"" {
  cluster_identifier = ""tf-redshift-cluster""
  database_name      = ""mydb""
  master_username    = ""foo""
  master_password    = ""Mustbe8characters""
  node_type          = ""dc1.large""
  cluster_type       = ""single-node""
  encrypted          = true
  kms_key_id         = aws_kms_key.redshift.key_id
}",https://docs.aws.amazon.com/redshift/latest/mgmt/working-with-db-encryption.html
AVD-AWS-0085,https://avd.aquasec.com/misconfig/aws/redshift/aws-0085/,redshift,AWS Classic resources run in a shared environment with infrastructure owned by other AWS customers. You should run,resources in a VPC instead.,"<!-- Add Impact here -->

<!-- DO NOT CHANGE -->",['Switch to VPC resources'],,"AWSTemplateFormatVersion: ""2010-09-09""

Description: Good example of redshift sgr

Resources:
  myCluster:
    Type: AWS::Redshift::Cluster
    Properties:
      DBName: mydb",,https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/ec2-classic-platform.html
AVD-AWS-0086,https://avd.aquasec.com/misconfig/aws/s3/aws-0086/,s3,,"S3 buckets should block public ACLs on buckets and any objects they contain. By blocking, PUTs with fail if the object has any public ACL a.","<!-- Add Impact here -->

<!-- DO NOT CHANGE -->",['Enable blocking any PUT calls with a public ACL specified'],['Enable blocking any PUT calls with a public ACL specified'],"Resources:
  GoodExample:
    Type: AWS::S3::Bucket
    Properties:
      PublicAccessBlockConfiguration:
        BlockPublicAcls: true","resource ""aws_s3_bucket"" ""good_example"" {
  bucket = ""mybucket""
}

resource ""aws_s3_bucket_public_access_block"" ""good_example"" {
  bucket            = aws_s3_bucket.good_example.id
  block_public_acls = true
}",https://docs.aws.amazon.com/AmazonS3/latest/userguide/access-control-block-public-access.html
AVD-AWS-0087,https://avd.aquasec.com/misconfig/aws/s3/aws-0087/,s3,,S3 bucket policy should have block public policy to prevent users from putting a policy that enable public access.,"<!-- Add Impact here -->

<!-- DO NOT CHANGE -->",['Prevent policies that allow public access being PUT'],['Prevent policies that allow public access being PUT'],"Resources:
  GoodExample:
    Type: AWS::S3::Bucket
    Properties:
      PublicAccessBlockConfiguration:
        BlockPublicPolicy: true","resource ""aws_s3_bucket"" ""example"" {
  bucket = ""mybucket""
}

resource ""aws_s3_bucket_public_access_block"" ""good_example"" {
  bucket              = aws_s3_bucket.example.id
  block_public_policy = true
}",https://docs.aws.amazon.com/AmazonS3/latest/dev-retired/access-control-block-public-access.html
AVD-AWS-0088,https://avd.aquasec.com/misconfig/aws/s3/aws-0088/,s3,,S3 Buckets should be encrypted to protect the data that is stored within them if access is compromised.,"<!-- Add Impact here -->

<!-- DO NOT CHANGE -->",['Configure bucket encryption'],['Configure bucket encryption'],"Resources:
  GoodExample:
    Type: AWS::S3::Bucket
    Properties:
      BucketEncryption:
        ServerSideEncryptionConfiguration:
          - BucketKeyEnabled: true
            ServerSideEncryptionByDefault:
              SSEAlgorithm: AES256","resource ""aws_s3_bucket"" ""good_example"" {
  bucket = ""mybucket""

  server_side_encryption_configuration {
    rule {
      apply_server_side_encryption_by_default {
        kms_master_key_id = ""arn""
        sse_algorithm     = ""aws:kms""
      }
    }
  }
}",https://docs.aws.amazon.com/AmazonS3/latest/userguide/bucket-encryption.html
AVD-AWS-0089,https://avd.aquasec.com/misconfig/aws/s3/aws-0089/,s3,Ensures S3 bucket logging is enabled for S3 buckets,,"<!-- Add Impact here -->

<!-- DO NOT CHANGE -->",['Add a logging block to the resource to enable access logging'],['Add a logging block to the resource to enable access logging'],"Resources:
  GoodExample:
    Type: AWS::S3::Bucket
    Properties:
      LoggingConfiguration:
        DestinationBucketName: !Ref TestLoggingBucket
        LogFilePrefix: accesslogs/

  TestLoggingBucket:
    Type: AWS::S3::Bucket
    Properties:
      AccessControl: LogDeliveryWrite","resource ""aws_s3_bucket"" ""this"" {
  bucket = ""test-bucket""
  logging {
    target_bucket = aws_s3_bucket.log_bucket.id
    target_prefix = ""log/""
  }
}

resource ""aws_s3_bucket"" ""log_bucket"" {
  bucket = ""test-log-bucket""
}

resource ""aws_s3_bucket_acl"" ""log_bucket"" {
  acl    = ""log-delivery-write""
  bucket = aws_s3_bucket.log_bucket.id
}",https://docs.aws.amazon.com/AmazonS3/latest/userguide/ServerLogs.html | https://docs.aws.amazon.com/AmazonS3/latest/userguide/enable-server-access-logging.html
AVD-AWS-0090,https://avd.aquasec.com/misconfig/aws/s3/aws-0090/,s3,,"Versioning in Amazon S3 is a means of keeping multiple variants of an object in the same bucket.
You can use the S3 Versioning feature to preserve, retrieve, and restore every version of every object stored in your buckets.
With versioning you can recover more easily from both unintended user actions and application failures.
When you enable versioning, also keep in mind the potential costs of storing noncurrent versions of objects. To help manage those costs, consider setting up an S3 Lifecycle configuration.","<!-- Add Impact here -->

<!-- DO NOT CHANGE -->",['Enable versioning to protect against accidental/malicious removal or modification'],['Enable versioning to protect against accidental/malicious removal or modification'],"Resources:
  GoodExample:
    Type: AWS::S3::Bucket
    Properties:
      VersioningConfiguration:
        Status: Enabled","resource ""aws_s3_bucket"" ""good_example"" {
  versioning {
    enabled = true
  }
}",https://docs.aws.amazon.com/AmazonS3/latest/userguide/Versioning.html | https://aws.amazon.com/blogs/storage/reduce-storage-costs-with-fewer-noncurrent-versions-using-amazon-s3-lifecycle/
AVD-AWS-0091,https://avd.aquasec.com/misconfig/aws/s3/aws-0091/,s3,,"S3 buckets should ignore public ACLs on buckets and any objects they contain. By ignoring rather than blocking, PUT calls with public ACLs will still be applied but the ACL will be ignored.","<!-- Add Impact here -->

<!-- DO NOT CHANGE -->",['Enable ignoring the application of public ACLs in PUT calls'],['Enable ignoring the application of public ACLs in PUT calls'],"Resources:
  GoodExample:
    Type: AWS::S3::Bucket
    Properties:
      AccessControl: Private
      PublicAccessBlockConfiguration:
        IgnorePublicAcls: true","resource ""aws_s3_bucket"" ""example"" {
  bucket = ""bucket""
}

resource ""aws_s3_bucket_public_access_block"" ""good_example"" {
  bucket = aws_s3_bucket.example.id

  ignore_public_acls = true
}",https://docs.aws.amazon.com/AmazonS3/latest/userguide/access-control-block-public-access.html
AVD-AWS-0092,https://avd.aquasec.com/misconfig/aws/s3/aws-0092/,s3,Buckets should not have ACLs that allow public access,,"<!-- Add Impact here -->

<!-- DO NOT CHANGE -->","[""Don't use canned ACLs or switch to private acl""]","[""Don't use canned ACLs or switch to private acl""]","Resources:
  GoodExample:
    Type: AWS::S3::Bucket
    Properties:
      AccessControl: Private","resource ""aws_s3_bucket"" ""good_example"" {
  acl = ""private""
}",https://docs.aws.amazon.com/AmazonS3/latest/userguide/acl-overview.html
AVD-AWS-0093,https://avd.aquasec.com/misconfig/aws/s3/aws-0093/,s3,,"S3 buckets should restrict public policies for the bucket. By enabling, the restrict_public_buckets, only the bucket owner and AWS Services can access if it has a public policy.","<!-- Add Impact here -->

<!-- DO NOT CHANGE -->",['Limit the access to public buckets to only the owner or AWS Services (eg; CloudFront)'],['Limit the access to public buckets to only the owner or AWS Services (eg; CloudFront)'],"Resources:
  GoodExample:
    Type: AWS::S3::Bucket
    Properties:
      PublicAccessBlockConfiguration:
        RestrictPublicBuckets: true","resource ""aws_s3_bucket"" ""good_example"" {
  bucket = ""bucket""
}

resource ""aws_s3_bucket_public_access_block"" ""example"" {
  bucket = aws_s3_bucket.good_example.id

  restrict_public_buckets = true
}",https://docs.aws.amazon.com/AmazonS3/latest/dev-retired/access-control-block-public-access.html
AVD-AWS-0094,https://avd.aquasec.com/misconfig/aws/s3/aws-0094/,s3,,"The ""block public access"" settings in S3 override individual policies that apply to a given bucket, meaning that all public access can be controlled in one central types for that bucket. It is therefore good practice to define these settings for each bucket in order to clearly define the public access that can be allowed for it.","<!-- Add Impact here -->

<!-- DO NOT CHANGE -->",['Define a aws_s3_bucket_public_access_block for the given bucket to control public access policies'],['Define a aws_s3_bucket_public_access_block for the given bucket to control public access policies'],"Resources:
  GoodExample:
    Type: AWS::S3::Bucket
    Properties:
      AccessControl: Private
      PublicAccessBlockConfiguration:
        BlockPublicAcls: true
        BlockPublicPolicy: true
        IgnorePublicAcls: true
        RestrictPublicBuckets: true","resource ""aws_s3_bucket"" ""example"" {
  bucket = ""example""
  acl    = ""private-read""
}

resource ""aws_s3_bucket_public_access_block"" ""example"" {
  bucket              = aws_s3_bucket.example.id
  block_public_acls   = true
  block_public_policy = true
}",https://docs.aws.amazon.com/AmazonS3/latest/userguide/access-control-block-public-access.html
AVD-AWS-0095,https://avd.aquasec.com/misconfig/aws/sns/aws-0095/,sns,,Topics should be encrypted to protect their contents.,"<!-- Add Impact here -->

<!-- DO NOT CHANGE -->",['Turn on SNS Topic encryption'],['Turn on SNS Topic encryption'],"Resources:
  GoodTopic:
    Type: AWS::SNS::Topic
    Properties:
      KmsMasterKeyId: some-key
      TopicName: blah","resource ""aws_sns_topic"" ""good_example"" {
  kms_master_key_id = ""/blah""
}",https://docs.aws.amazon.com/sns/latest/dg/sns-server-side-encryption.html
AVD-AWS-0096,https://avd.aquasec.com/misconfig/aws/sqs/aws-0096/,sqs,,Queues should be encrypted to protect queue contents.,"<!-- Add Impact here -->

<!-- DO NOT CHANGE -->",['Turn on SQS Queue encryption'],['Turn on SQS Queue encryption'],"AWSTemplateFormatVersion: ""2010-09-09""

Description: Good example of queue

Resources:
  Queue:
    Type: AWS::SQS::Queue
    Properties:
      KmsMasterKeyId: some-key
      QueueName: my-queue","resource ""aws_sqs_queue"" ""good_example"" {
  kms_master_key_id = ""/blah""
}",https://docs.aws.amazon.com/AWSSimpleQueueService/latest/SQSDeveloperGuide/sqs-server-side-encryption.html
AVD-AWS-0097,https://avd.aquasec.com/misconfig/aws/sqs/aws-0097/,sqs,,"SQS Policy actions should always be restricted to a specific set.
This ensures that the queue itself cannot be modified or deleted, and prevents possible future additions to queue actions to be implicitly allowed.","<!-- Add Impact here -->

<!-- DO NOT CHANGE -->",['Keep policy scope to the minimum that is required to be effective'],['Keep policy scope to the minimum that is required to be effective'],"AWSTemplateFormatVersion: ""2010-09-09""

Description: Good example of queue policy

Resources:
  MyQueue:
    Type: AWS::SQS::Queue
    Properties:
      Name: something

  SampleSQSPolicy:
    Type: AWS::SQS::QueuePolicy
    Properties:
      PolicyDocument:
        Statement:
          - Action:
              - SQS:SendMessage
              - SQS:ReceiveMessage
            Effect: Allow
            Principal:
              AWS:
                - ""111122223333""
            Resource: arn:aws:sqs:us-east-2:444455556666:queue2
      Queues:
        - !Ref MyQueue","resource ""aws_sqs_queue_policy"" ""good_example"" {
  queue_url = aws_sqs_queue.q.id

  policy = <<POLICY
 {
   ""Statement"": [
     {
       ""Effect"": ""Allow"",
       ""Principal"": ""*"",
       ""Action"": ""sqs:SendMessage""
     }
   ]
 }
 POLICY
}",https://docs.aws.amazon.com/AWSSimpleQueueService/latest/SQSDeveloperGuide/sqs-security-best-practices.html
AVD-AWS-0098,https://avd.aquasec.com/misconfig/aws/ssm/aws-0098/,ssm,,"Secrets Manager encrypts secrets by default using a default key created by AWS. To ensure control and granularity of secret encryption, CMK's should be used explicitly.","<!-- Add Impact here -->

<!-- DO NOT CHANGE -->",['Use customer managed keys'],['Use customer managed keys'],"AWSTemplateFormatVersion: ""2010-09-09""

Description: Good example of ingress rule

Resources:
  Secret:
    Type: AWS::SecretsManager::Secret
    Properties:
      Description: secret
      KmsKeyId: my-key-id
      Name: blah
      SecretString: don't tell anyone","resource ""aws_kms_key"" ""secrets"" {
  enable_key_rotation = true
}

resource ""aws_secretsmanager_secret"" ""good_example"" {
  name       = ""lambda_password""
  kms_key_id = aws_kms_key.secrets.arn
}",https://docs.aws.amazon.com/kms/latest/developerguide/services-secrets-manager.html#asm-encrypt
AVD-AWS-0099,https://avd.aquasec.com/misconfig/aws/ec2/aws-0099/,ec2,,"Security groups should include a description for auditing purposes.
Simplifies auditing, debugging, and managing security groups.","<!-- Add Impact here -->

<!-- DO NOT CHANGE -->",['Add descriptions for all security groups'],['Add descriptions for all security groups'],"Resources:
  GoodSecurityGroup:
    Type: AWS::EC2::SecurityGroup
    Properties:
      GroupDescription: Limits security group egress traffic
      SecurityGroupEgress:
        - CidrIp: 127.0.0.1/32
          IpProtocol: ""-1""","resource ""aws_security_group"" ""good_example"" {
  name        = ""http""
  description = ""Allow inbound HTTP traffic""

  ingress {
    description = ""HTTP from VPC""
    from_port   = 80
    to_port     = 80
    protocol    = ""tcp""
    cidr_blocks = [aws_vpc.main.cidr_block]
  }
}",https://www.cloudconformity.com/knowledge-base/aws/EC2/security-group-rules-description.html
AVD-AWS-0101,https://avd.aquasec.com/misconfig/aws/ec2/aws-0101/,ec2,,"Default VPC does not have a lot of the critical security features that standard VPC comes with, new resources should not be created in the default VPC and it should not be present in the Terraform.","<!-- Add Impact here -->

<!-- DO NOT CHANGE -->",,['Create a non-default vpc for resources to be created in'],,"# no aws default vpc present
resource ""aws_vpc"" ""main"" {
  cidr_block = ""10.0.0.0/16""
}",https://docs.aws.amazon.com/vpc/latest/userguide/default-vpc.html
AVD-AWS-0102,https://avd.aquasec.com/misconfig/aws/ec2/aws-0102/,ec2,,"Ensure access to specific required ports is allowed, and nothing else.","<!-- Add Impact here -->

<!-- DO NOT CHANGE -->",['Set specific allowed ports'],['Set specific allowed ports'],"AWSTemplateFormatVersion: ""2010-09-09""

Resources:
  NetworkACL:
    Type: AWS::EC2::NetworkAcl
    Properties:
      RuleAction: allow
      VpcId: something

  Rule:
    Type: AWS::EC2::NetworkAclEntry
    Properties:
      NetworkAclId: !Ref NetworkACL
      Protocol: 6
      Ref: NetworkACL
      RuleAction: allow","resource ""aws_network_acl_rule"" ""good_example"" {
  egress      = false
  protocol    = ""tcp""
  from_port   = 22
  to_port     = 22
  rule_action = ""allow""
  cidr_block  = ""0.0.0.0/0""
}",https://docs.aws.amazon.com/vpc/latest/userguide/vpc-network-acls.html
AVD-AWS-0104,https://avd.aquasec.com/misconfig/aws/ec2/aws-0104/,ec2,,Opening up ports to connect out to the public internet is generally to be avoided. You should restrict access to IP addresses or ranges that are explicitly required where possible.,"<!-- Add Impact here -->

<!-- DO NOT CHANGE -->",['Set a more restrictive cidr range'],['Set a more restrictive cidr range'],"AWSTemplateFormatVersion: ""2010-09-09""

Resources:
  BadSecurityGroup:
    Type: AWS::EC2::SecurityGroup
    Properties:
      GroupDescription: Limits security group egress traffic
      SecurityGroupEgress:
        - CidrIp: 127.0.0.1/32
          IpProtocol: ""6""","resource ""aws_security_group"" ""good_example"" {
  egress {
    cidr_blocks = [""1.2.3.4/32""]
  }
}",https://docs.aws.amazon.com/whitepapers/latest/building-scalable-secure-multi-vpc-network-infrastructure/centralized-egress-to-internet.html
AVD-AWS-0105,https://avd.aquasec.com/misconfig/aws/ec2/aws-0105/,ec2,The Network Access Control List (NACL) function provide stateless filtering of ingress and,"egress network traffic to AWS resources. It is recommended that no NACL allows
unrestricted ingress access to remote server administration ports, such as SSH to port 22
and RDP to port 3389.","<!-- Add Impact here -->

<!-- DO NOT CHANGE -->",['Set a more restrictive CIDR range'],['Set a more restrictive CIDR range'],"AWSTemplateFormatVersion: ""2010-09-09""

Resources:
  NetworkACL:
    Type: AWS::EC2::NetworkAcl
    Properties:
      VpcId: something

  Rule:
    Type: AWS::EC2::NetworkAclEntry
    Properties:
      CidrBlock: 10.0.0.0/8
      NetworkAclId: !Ref NetworkACL
      Protocol: 6
      RuleAction: allow
      PortRange:
        From: 22
        To: 22","resource ""aws_network_acl_rule"" ""good_example"" {
  egress      = false
  protocol    = ""tcp""
  from_port   = 22
  to_port     = 22
  rule_action = ""allow""
  cidr_block  = ""10.0.0.0/16""
}",https://docs.aws.amazon.com/vpc/latest/userguide/vpc-network-acls.html | https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html#ec2-21
AVD-AWS-0107,https://avd.aquasec.com/misconfig/aws/ec2/aws-0107/,ec2,Security groups provide stateful filtering of ingress and egress network traffic to AWS,"resources. It is recommended that no security group allows unrestricted ingress access to
remote server administration ports, such as SSH to port 22 and RDP to port 3389.","<!-- Add Impact here -->

<!-- DO NOT CHANGE -->",['Set a more restrictive CIDR range'],['Set a more restrictive CIDR range'],"Resources:
  GoodSecurityGroup:
    Type: AWS::EC2::SecurityGroup
    Properties:
      GroupDescription: Limits security group egress traffic
      SecurityGroupIngress:
        - CidrIp: 127.0.0.1/32
          IpProtocol: ""6""
          FromPort: 22
          ToPort: 22","resource ""aws_security_group_rule"" ""good_example"" {
  type        = ""ingress""
  cidr_blocks = [""10.0.0.0/16""]
}",https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/security-group-rules-reference.html | https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html#ec2-13 | https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html#ec2-14
AVD-AWS-0109,https://avd.aquasec.com/misconfig/aws/workspaces/aws-0109/,workspaces,,Workspace volumes for both user and root should be encrypted to protect the data stored on them.,"<!-- Add Impact here -->

<!-- DO NOT CHANGE -->",['Root and user volume encryption should be enabled'],['Root and user volume encryption should be enabled'],"Resources:
  GoodExample:
    Type: AWS::WorkSpaces::Workspace
    Properties:
      RootVolumeEncryptionEnabled: true
      UserVolumeEncryptionEnabled: true","resource ""aws_workspaces_workspace"" ""good_example"" {
  root_volume_encryption_enabled = true
  user_volume_encryption_enabled = true
}",https://docs.aws.amazon.com/workspaces/latest/adminguide/encrypt-workspaces.html
AVD-AWS-0110,https://avd.aquasec.com/misconfig/aws/sam/aws-0110/,sam,,Method cache encryption ensures that any sensitive data in the cache is not vulnerable to compromise in the event of interception,"<!-- Add Impact here -->

<!-- DO NOT CHANGE -->",['Enable cache encryption'],,"Resources:
  GoodExample:
    Type: AWS::Serverless::Api
    Properties:
      MethodSettings:
        CacheDataEncrypted: true
      Name: Good SAM API example
      StageName: Prod",,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-properties-apigateway-stage-methodsetting.html#cfn-apigateway-stage-methodsetting-cachedataencrypted
AVD-AWS-0111,https://avd.aquasec.com/misconfig/aws/sam/aws-0111/,sam,,X-Ray tracing enables end-to-end debugging and analysis of all API Gateway HTTP requests.,"<!-- Add Impact here -->

<!-- DO NOT CHANGE -->",['Enable tracing'],,"Resources:
  GoodExample:
    Type: AWS::Serverless::Api
    Properties:
      Name: Good SAM API example
      StageName: Prod
      TracingEnabled: true",,https://docs.aws.amazon.com/serverless-application-model/latest/developerguide/sam-resource-api.html#sam-api-tracingenabled
AVD-AWS-0112,https://avd.aquasec.com/misconfig/aws/sam/aws-0112/,sam,,You should not use outdated/insecure TLS versions for encryption. You should be using TLS v1.2+.,"<!-- Add Impact here -->

<!-- DO NOT CHANGE -->",['Use the most modern TLS/SSL policies available'],,"Resources:
  GoodExample:
    Type: AWS::Serverless::Api
    Properties:
      Domain:
        SecurityPolicy: TLS_1_2
      Name: Good SAM API example
      StageName: Prod
      TracingEnabled: false",,https://docs.aws.amazon.com/serverless-application-model/latest/developerguide/sam-property-api-domainconfiguration.html#sam-api-domainconfiguration-securitypolicy
AVD-AWS-0113,https://avd.aquasec.com/misconfig/aws/sam/aws-0113/,sam,,API Gateway stages should have access log settings block configured to track all access to a particular stage. This should be applied to both v1 and v2 gateway stages.,"<!-- Add Impact here -->

<!-- DO NOT CHANGE -->",['Enable logging for API Gateway stages'],,"Resources:
  GoodExample:
    Type: AWS::Serverless::Api
    Properties:
      AccessLogSetting:
        DestinationArn: gateway-logging
        Format: json
      Name: Good SAM API example
      StageName: Prod",,https://docs.aws.amazon.com/serverless-application-model/latest/developerguide/sam-resource-api.html#sam-api-accesslogsetting
AVD-AWS-0114,https://avd.aquasec.com/misconfig/aws/sam/aws-0114/,sam,,"You should use the principle of least privilege when defining your IAM policies. This means you should specify each exact permission required without using wildcards, as this could cause the granting of access to certain undesired actions, resources and principals.","<!-- Add Impact here -->

<!-- DO NOT CHANGE -->","['Specify the exact permissions required, and to which resources they should apply instead of using wildcards.']",,"Resources:
  GoodFunction:
    Type: AWS::Serverless::Function
    Properties:
      PackageType: Image
      ImageUri: account-id.dkr.ecr.region.amazonaws.com/ecr-repo-name:image-name
      ImageConfig:
        Command:
          - app.lambda_handler
        EntryPoint:
          - entrypoint1
        WorkingDirectory: workDir
      Policies:
        - AWSLambdaExecute
        - Version: ""2012-10-17""
          Statement:
            - Effect: Allow
              Action:
                - s3:GetObject
                - s3:GetObjectACL
              Resource: arn:aws:s3:::my-bucket/*",,https://docs.aws.amazon.com/serverless-application-model/latest/developerguide/sam-resource-function.html#sam-function-policies
AVD-AWS-0116,https://avd.aquasec.com/misconfig/aws/sam/aws-0116/,sam,,API Gateway stages should have access log settings block configured to track all access to a particular stage. This should be applied to both v1 and v2 gateway stages.,"<!-- Add Impact here -->

<!-- DO NOT CHANGE -->",['Enable logging for API Gateway stages'],,"Resources:
  GoodExample:
    Type: AWS::Serverless::HttpApi
    Properties:
      AccessLogSettings:
        DestinationArn: gateway-logging
        Format: json
      Name: Good SAM API example
      StageName: Prod
      Tracing: Activey",,https://docs.aws.amazon.com/serverless-application-model/latest/developerguide/sam-resource-httpapi.html#sam-httpapi-accesslogsettings
